index,year,region_id,fips,region,ubigeo,iso_3166_2,capital,superficie,altitude,latitude,longitude,ha_thousands
399,2020,22,22,San Martin,220000,PE-SAM,Moyobamba,51305.78,895,-6.034722222,-76.97416667,2
400,2020,23,23,Tacna,230000,PE-TAC,Tacna,16075.73,583,-18.00194444,-70.25194444,2437
401,2020,24,24,Tumbes,240000,PE-TUM,Tumbes,4668.5,9,-3.571111111,-80.45916667,0
402,2020,25,25,Ucayali,250000,PE-UCA,Pucallpa,102199.28,162,-8.368055556,-74.54333333,294
403,2021,1,1,Amazonas,10000,PE-AMA,Chachapoyas,39249.13,2338,-6.229444444,-77.87277778,1102
404,2021,2,2,Ancash,20000,PE-ANC,Huaraz,35881.3,3073,-9.529722222,-77.52916667,60
405,2021,3,3,Apurimac,30000,PE-APU,Abancay,20895.77,2500,-13.62888889,-72.88611111,2220
406,2021,4,4,Arequipa,40000,PE-ARE,Arequipa,63343.95,2429,-16.39333333,-71.52888889,118
407,2021,5,5,Ayacucho,50000,PE-AYA,Ayacucho,43803.26,2797,-13.16027778,-74.22527778,19626
408,2021,6,6,Cajamarca,60000,PE-CAJ,Cajamarca,33304.32,2731,-7.154722222,-78.51083333,4157
409,2021,7,7,Callao,70000,PE-CAL,Callao,145.91,27,-12.06305556,-77.14694444,0
410,2021,8,8,Cusco,80000,PE-CUS,Cusco,71986.5,3439,-13.51916667,-71.97666667,7813
411,2021,9,9,Huancavelica,90000,PE-HUV,Huancavelica,22125.2,3746,-12.78694444,-74.97138889,21348
412,2021,10,10,Huanuco,100000,PE-HUC,Huánuco,37263.44,1921,-9.93,-76.23972222,16105
413,2021,11,11,Ica,110000,PE-ICA,Ica,21305.51,432,-14.06361111,-75.72916667,3639
414,2021,12,12,Junin,120000,PE-JUN,Huancayo,44328.8,3294,-12.07083333,-75.20888889,7969
415,2021,13,13,La Libertad,130000,PE-LAL,Trujillo,25495.42,74,-8.1,-79.03055556,639
416,2021,14,14,Lambayeque,140000,PE-LAM,Chiclayo,14461.52,28,-6.766944444,-79.85055556,69
417,2021,15,15,Lima,150000,PE-LIM,Lima,34823.52,162.42,-12.04527778,-77.03083333,176
418,2021,16,16,Loreto,160000,PE-LOR,Iquitos,368799.48,107,-3.748055556,-73.24416667,3141
419,2021,17,17,Madre de Dios,170000,PE-MDD,Puerto Maldonado,85300.54,204,-12.59361111,-69.17666667,2897
420,2021,18,18,Moquegua,180000,PE-MOQ,Moquegua,15733.88,1428,-17.19416667,-70.93333333,263
421,2021,19,19,Pasco,190000,PE-PAS,Cerro de Pasco,25025.84,4373,-10.6825,-76.25694444,370
422,2021,20,20,Piura,200000,PE-PIU,Piura,35656.18,57,-5.1525,-80.65777778,365
423,2021,21,21,Puno,210000,PE-PUN,Puno,66993.52,3848,-15.84027778,-70.02805556,4556
424,2021,22,22,San Martin,220000,PE-SAM,Moyobamba,51305.78,895,-6.034722222,-76.97416667,176
425,2021,23,23,Tacna,230000,PE-TAC,Tacna,16075.73,583,-18.00194444,-70.25194444,227
426,2021,24,24,Tumbes,240000,PE-TUM,Tumbes,4668.5,9,-3.571111111,-80.45916667,24
427,2021,25,25,Ucayali,250000,PE-UCA,Pucallpa,102199.28,162,-8.368055556,-74.54333333,2603
428,2022,1,1,Amazonas,10000,PE-AMA,Chachapoyas,39249.13,2338,-6.229444444,-77.87277778,3678
429,2022,2,2,Ancash,20000,PE-ANC,Huaraz,35881.3,3073,-9.529722222,-77.52916667,43
430,2022,3,3,Apurimac,30000,PE-APU,Abancay,20895.77,2500,-13.62888889,-72.88611111,5508
431,2022,4,4,Arequipa,40000,PE-ARE,Arequipa,63343.95,2429,-16.39333333,-71.52888889,548
432,2022,5,5,Ayacucho,50000,PE-AYA,Ayacucho,43803.26,2797,-13.16027778,-74.22527778,18355
433,2022,6,6,Cajamarca,60000,PE-CAJ,Cajamarca,33304.32,2731,-7.154722222,-78.51083333,1291
434,2022,7,7,Callao,70000,PE-CAL,Callao,145.91,27,-12.06305556,-77.14694444,0
435,2022,8,8,Cusco,80000,PE-CUS,Cusco,71986.5,3439,-13.51916667,-71.97666667,4415
436,2022,9,9,Huancavelica,90000,PE-HUV,Huancavelica,22125.2,3746,-12.78694444,-74.97138889,12097
437,2022,10,10,Huanuco,100000,PE-HUC,Huánuco,37263.44,1921,-9.93,-76.23972222,4053
438,2022,11,11,Ica,110000,PE-ICA,Ica,21305.51,432,-14.06361111,-75.72916667,0
439,2022,12,12,Junin,120000,PE-JUN,Huancayo,44328.8,3294,-12.07083333,-75.20888889,811
440,2022,13,13,La Libertad,130000,PE-LAL,Trujillo,25495.42,74,-8.1,-79.03055556,123
441,2022,14,14,Lambayeque,140000,PE-LAM,Chiclayo,14461.52,28,-6.766944444,-79.85055556,7
442,2022,15,15,Lima,150000,PE-LIM,Lima,34823.52,162.42,-12.04527778,-77.03083333,435
443,2022,16,16,Loreto,160000,PE-LOR,Iquitos,368799.48,107,-3.748055556,-73.24416667,1217
444,2022,17,17,Madre de Dios,170000,PE-MDD,Puerto Maldonado,85300.54,204,-12.59361111,-69.17666667,16
445,2022,18,18,Moquegua,180000,PE-MOQ,Moquegua,15733.88,1428,-17.19416667,-70.93333333,199
446,2022,19,19,Pasco,190000,PE-PAS,Cerro de Pasco,25025.84,4373,-10.6825,-76.25694444,1147
447,2022,20,20,Piura,200000,PE-PIU,Piura,35656.18,57,-5.1525,-80.65777778,423
448,2022,21,21,Puno,210000,PE-PUN,Puno,66993.52,3848,-15.84027778,-70.02805556,18468
449,2022,22,22,San Martin,220000,PE-SAM,Moyobamba,51305.78,895,-6.034722222,-76.97416667,54
450,2022,23,23,Tacna,230000,PE-TAC,Tacna,16075.73,583,-18.00194444,-70.25194444,33
451,2022,24,24,Tumbes,240000,PE-TUM,Tumbes,4668.5,9,-3.571111111,-80.45916667,82
452,2022,25,25,Ucayali,250000,PE-UCA,Pucallpa,102199.28,162,-8.368055556,-74.54333333,1537
